title;main;source;date;url
Apa Isi Pantun Cak Imin dan Mahfud MD saat Penetapan Nomor Pilpres 2024? Buntutnya Sampai Dilaporkan;"TRIBUNTRENDS.COM - Gara-gara pantun, dua calon wakil presiden, Muhaimin Iskandar alias Cak Imin dan Mahfud MD dilaporkan ke Bawaslu.
Cak Imin dan Mahfud MD mengucapkan pantun saat pengundian dan penetapan nomor urut pasangan capres di Pilpres 2024.
Apa isi pantun Cak Imin dan Mahfud MD yang membuat mereka dilaporkan ke Bawaslu?
Cawapres Anies Baswedan dan Ganjar Pranowo ini dilaporkan ke Bawaslu karena pantun yang diucapkan Cak Imin dan Mahfud MD yang dinilai mengandung ajakan memilih saat acara di kantor KPU, Selasa (14/11/2023) lalu.
Cawapres pasangan nomor urut 1 dan 3, Cak Imin dan Mahfud MD dianggap melakukan pelanggaran terhadap peraturan tentang sosialisasi dan kampanye karena isi pantun yang diucapkan keduanya.
Langkah Muhaimin dan Mahfud itu dianggap melanggar aturan karena masa kampanye belum dimulai hingga cawapres Anies dan Ganjar ini sama-sama dilaporkan Jumat (17/11/2023).
Baca juga: Siapa Cawapres 2024 Terkaya? Cek Daftar Harta Cak Imin, Gibran, Mahfud MD, Nilai Terpantau Turun!
Pasangan capres cawapres Anies - Muhaimin dan Ganjar - Mahfud saat pengundian dan penetapan nomor urut pasangan, Selasa (14/11/2023). Isi pantun Cak Imin dan Mahfud MD yang jadi alasan kedua cawapres ini dilaporkan. Bawaslu menyebut akan dikaji dugaan pelanggarannya (Tribunnews.com/Jeprima)
Seperti apa pantun Cak Imin dan Mahfud yang dianggap berisi ajakan memilih, simak selengkapnya di artikel ini.
Pelapor atas nama Advokat Pengawal Demokrasi Rahmansyah melaporkan Muhaimin, sedangkan pelapor atas nama Maydika Ramadani dari Pengacara Pembela Pilar Konstitusi atau P3K melaporkan Mahfud.
Muhaimin dan Mahfud dianggap melanggar Pasal 27 ayat (1) Peraturan KPU Nomor 15 Tahun 2023 tentang Kampanye, yang mengatur bahwa masa kampanye baru dimulai 15 hari sejak penetapan capres-cawapres oleh KPU RI.
Sebelum masa kampanye, peserta pemilu memang diperbolehkan melakukan sosialisasi, namun apa yang dilakukan Muhaimin dan Mahfud dianggap tidak sesuai.
""Kami dari Pengacara Pembela Pilar Konstitusi melaporkan ke Bawaslu terkait adanya pelanggaran dugaan masa pemilihan, yang mana seharusnya kampanye itu dilakukan setelah masa sosialisasi,"" kata perwakilan P3K, Maydika Ramadani, kepada awak media di kantor Bawaslu RI, Jakarta, Jumat (17/11/2023).
Baca juga: PROFIL 3 Ketua Tim Pemenangan Capres-Cawapres, Ada yang Pensiunan Angkatan Udara Hingga Dubes di AS
""Namun pada saat pemilihan nomor urut itu, disampaikan oleh capres nomor urut tiga yaitu dia menyampaikan adalah kampanye, mengkampanyekan dirinya, seharusnya hal itu tidak boleh dilakukan,"" katanya seperti dikutip TribunKaltim.co dari TribunTrends.com di artikel berjudul Mahfud MD & Cak Imin Dilaporkan Diduga Langgar Aturan Kampanye, Ketua Bawaslu: Terjadi di Depan Kami.
Dalam laporannya, P3K membawa sejumlah bukti berupa tautan dari siaran video YouTube Komisi Pemilihan Umum (KPU) RI dan pemberitaan media daring.
Senada, pelapor Cak Imin, Rahmansyah menegaskan seharusnya pasangan Anies Baswedan itu tidak mengutarakan nomor pesertanya di dalam pantun.";trends.tribunnews.com;2023-11-18 11:30:54;https://trends.tribunnews.com/2023/11/18/apa-isi-pantun-cak-imin-dan-mahfud-md-saat-penetapan-nomor-pilpres-2024-buntutnya-sampai-dilaporkan
Di Depan Ratusan Ribu Pendukungnya di Malang, Cak Imin: Jika Anies jadi Presiden, Kita Rombak Semua;"Bacawapres Koalisi Perubahan untuk Persatuan (KPP) Muhaimin Iskandar menyapa pendukungnya di Simpang Balapan, Kota Malang, Jawa Timur, Minggu (8/10/2023).
SERAMBINEWS.COM, MALANG - Bakal calon wakil presiden (bacawapres) Koalisi Perubahan untuk Persatuan (KPP) Muhaimin Iskandar mendatangi ratusan ribu pendukungnya di Kota Malang, Jawa Timur, Minggu (8/10/2023).
Dalam acara jalan sehat di Simpang Balapan Malang itu, ia menyatakan keinginan untuk melakukan perubahan di sektor pendidikan.
“Pendidikan harus murah, terjangkau, dan berkualitas. Banyak pendidikan murah, tapi tak berkualitas,” ucap Muhaimin.
Ia menuturkan, bakal calon presiden (bacapres) KPP Anies Baswedan merupakan figur dengan latar belakang sebagai kaum intelektual.
“(Jika) Mas Anies (jadi) presiden, kita rombak semua jadi pendidikan berkualitas dan murah,” tutur dia.
Baginya, harus ada bacapres dan bacawapres yang niat untuk mengabdi.
Muhaimin mengklaim, Anies dan dirinya bakal berjuang optimal untuk perubahan.
“Wis suwe awak dewe nganggur (sudah lama kita pengangguran). Saatnya Indonesia berubah, saatnya presiden dan wapres baru yang niatnya tulus,” imbuh dia.
Diketahui Muhaimin saat ini menjadi menjadi satu-satunya bacawapres yang berasal dari Jawa Timur.
Namun, kubu pengusung Ganjar Pranowo juga tengah melakukan pendekatan ke Gubernur Jawa Timur Khofifah Indar Parawansa untuk menjadi bakal RI-2.
Meski begitu, Sekretaris Jenderal Partai Kebangkitan Bangsa (PKB) Hasanuddin Wahid mengaku tak khawatir.
Ia yakin Anies-Muhaimin bisa menang telak di Jawa Timur pada Pemilihan Presiden (Pilpres) 2024.
Baca juga: Lautan Manusia Jalan Sehat Bersama Cak Imin di Malang Pagi Ini, Bacawapres Anies: Pecah Lurr . . .
PKB Yakin Anies-Cak Imin Menangkan Jatim";aceh.tribunnews.com;2023-10-08 11:09:21;https://aceh.tribunnews.com/2023/10/08/di-depan-ratusan-ribu-pendukungnya-di-malang-cak-imin-jika-anies-jadi-presiden-kita-rombak-semua
VIDEO Duet Anies Cak Imin Skenario Jokowi? Rocky Gerung Tuding Upaya Penjegalan di Pilpres 2024;"SERAMBINEWS.COM - Belakangan keputusan Ketua Umum NasDem Surya Paloh untuk memasangkan duet Anies Baswedan dan Muhaimin Iskandar atau Cak Imin menjadi topik perbincangan politik tanah air.
Sebab keputusan yang dianggap diputuskan secara sepihak tersebut, memicu keretakan dalam Koalisi Perubahan dan Persatuan (KPP).
Kabar terbaru, Partai Demokrat yang saat ini diketuai Agus Harimurti Yudhoyono atau AHY telah mengumumkan secara resmi hengkang dari KPP, Jumat (1/9/2023) kemarin malam.
Sementara itu, pengamat politik Rocky Gerung merespons wacana duet antara Anies Baswedan dan Cak Imin di Pilpres 2024 mendatang.
Mengutip Tribunnews.com, menurut Rocky Gerung, wacana tersebut merupakan bagian dari skenario Presiden Jokowi.
Di mana menurutnya, Presiden Jokowi akan memanfaatkan Cak Imin untuk mengendalikan Anies Baswedan.
Hal itu diungkapkan Rocky Gerung dalam channel youtube pribadinya, pada Jumat (1/9/2023).(*)
Narator: Suhiya Zahrati
Baca juga: PKB Putuskan Setujui Duet Anies-Cak Imin, Klaim Dapat Dukungan Ulama dan Kiai, Segera Dideklarasi
Baca juga: VIDEO - Surya Paloh Yakin Anies-Cak Imin Raih Suara di Jateng dan Jatim, Deklarasi di Surabaya
Baca juga: Duet Anies-Cak Imin Memenuhi Syarat, Bisa Didaftarkan ke KPU bila NasDem Koalisi dengan PKB";aceh.tribunnews.com;2023-09-02 12:10:27;https://aceh.tribunnews.com/2023/09/02/video-duet-anies-cak-imin-skenario-jokowi-rocky-gerung-tuding-upaya-penjegalan-di-pilpres-2024
Komen Cak Imin Dijegal Lewat Kasus usai Deklarasi Jadi Cawapres Anies: Itu Biasa, Aman;"Komentar Cak Imin soal dugaan bakal dijegal lewat kasus termasuk korupsi, usai deklarasi jadi bakal Cawapres Anies Baswedan, sebut hal itu biasa dan aman.
SERAMBINEWS.COM - Komentar Cak Imin soal dugaan bakal dijegal lewat kasus termasuk korupsi, usai deklarasi jadi bakal Cawapres Anies Baswedan, sebut hal itu biasa dan aman.
Diketahui Ketua Umum Partai Kebangkitan Bangsa (PKB), Muhaimin Iskandar atau yang akrab disapa Cak Imin secara resmi dideklarasikan menjadi Cawapres Anies pada Pilpres 2024 mendatang.
Deklarasi bakal calon pasangan presiden dan wakil presiden dari Koalisi Perubahan untuk Persatuan itu diselenggarakan di Hotel Majapahit, Surabaya pada Sabtu (2/9/2023).
Dalam sebuah wawancara, Cak Imin didampingi Anies dengan sangat percaya diri menyampaikan kalau penjegalan itu adalah hal biasa setiap Pemilu.
""Biasa, setiap lima tahun Pemilu bukan hanya tantangan eksternal, internal juga banyak,"" ucap Cak Imin dalam tayangan YouTube CNN Indonesia dikutip, Minggu (3/9/2023).
""Dinamika, itu biasa bagian dari napas perjuangan yang mewarnai,"" sambungnya.
Baca juga: Anies Baswedan Blak-Blakan soal Formula E, Invisible Hand hingga Dugaan Politisasi di KPK
Baca juga: Nezar Patria Dideklarasikan Jadi Calon Gubernur Aceh, Ini Rekam Jejaknya
Hingga saat ini, Ketum PKB yang juga bakal Cawapres Anies itu mengaku semuanya bakal aman-aman saja hingga pendaftaran secara resmi ke KPU nanti.
""Semangat, optimis (tidak dijegal sampai pendaftaran), aman,"" pungkasnya.
Tanggapan Anies soal Cak Imin Bakal Diperiksa KPK
Sementara di tempat berbeda, Anies Baswedan menjawab singkat ketika ditanyai soal Cak Imin bakal diperiksa KPK.
""Insya Allah semuanya lancar,"" ucap Anies dikutip dari YouTube Kompas TV, Minggu.
Baca juga: Imam Masykur Tewas, GP Ansor Aceh: Bongkar Sindikat Tramadol, Pembunuhan Sudah Bertahun-tahun
Diketahui KPK bakal memeriksa Cak Imin terkait dugaan korupsi pengadaan sistem proteksi tenaga kerja Indonesia (TKI) di Kementerian Tenaga Kerja (Kemnaker) tahun 2012 silam.";aceh.tribunnews.com;2023-09-03 18:42:37;https://aceh.tribunnews.com/2023/09/03/komen-cak-imin-dijegal-lewat-kasus-usai-deklarasi-jadi-cawapres-anies-itu-biasa-aman
Anies Jawab Tenang soal Sang Cawapres Cak Imin Bakal Diperiksa KPK Terkait Kasus Korupsi;"Anies Baswedan menjawab tenang soal sang cawapres yakni Cak Imin yang bakal diperiksa KPK terkait kasus korupsi.
SERAMBINEWS.COM - Anies Baswedan menjawab tenang soal sang cawapres yakni Cak Imin yang bakal diperiksa KPK terkait kasus korupsi.
Diketahui KPK bakal memeriksa pejabat terkait soal dugaan korupsi pengadaan sistem proteksi tenaga kerja Indonesia (TKI) di Kementerian Tenaga Kerja (Kemnaker) tahun 2012 silam.
Kala itu, Muhaimin Iskandar atau yang akrab disapa Cak Imin sedang menjabat sebagai Menteri Tenaga Kerja dalam Kabinet Indonesia Bersatu II di era Presiden SBY.
Menanggapi hal itu, Anies Baswedan hanya menjawab dengan tenang dan singkat ketika ditanyai soal Cak Imin yang bakal diperiksa KPK.
""Insya Allah semuanya lancar,"" ucap Anies dikutip dari YouTube Kompas TV, Minggu.
Baca juga: Komen Cak Imin Dijegal Lewat Kasus usai Deklarasi Jadi Cawapres Anies: Itu Biasa, Aman
Baca juga: Nezar Patria Dideklarasikan Jadi Calon Gubernur Aceh, Ini Rekam Jejaknya
Cak Imin Sebut Itu Biasa Jelang Pemilu
Sementara Cak Imin soal dugaan bakal dijegal lewat kasus termasuk korupsi, usai deklarasi jadi bakal Cawapres Anies Baswedan, sebut hal itu biasa dan aman.
Diketahui Ketua Umum Partai Kebangkitan Bangsa (PKB), Muhaimin Iskandar atau yang akrab disapa Cak Imin secara resmi dideklarasikan menjadi Cawapres Anies pada Pilpres 2024 mendatang.
Deklarasi bakal calon pasangan presiden dan wakil presiden dari Koalisi Perubahan untuk Persatuan itu diselenggarakan di Hotel Majapahit, Surabaya pada Sabtu (2/9/2023).
Dalam sebuah wawancara, Cak Imin didampingi Anies dengan sangat percaya diri menyampaikan kalau penjegalan itu adalah hal biasa setiap Pemilu.
""Biasa, setiap lima tahun Pemilu bukan hanya tantangan eksternal, internal juga banyak,"" ucap Cak Imin dalam tayangan YouTube CNN Indonesia dikutip, Minggu (3/9/2023).
""Dinamika, itu biasa bagian dari napas perjuangan yang mewarnai,"" sambungnya.
Baca juga: Imam Masykur Tewas, Aktivis GP Ansor Aceh: Bongkar Sindikat Tramadol, Pembunuhan Sudah Bertahun";aceh.tribunnews.com;2023-09-03 21:31:09;https://aceh.tribunnews.com/2023/09/03/anies-jawab-tenang-soal-sang-cawapres-cak-imin-bakal-diperiksa-kpk-terkait-kasus-korupsi
Cak Imin Ngaku Nontor Konser Coldplay Demi Anak, Tapi Bikin Pendukungnya Jadi Kecewa;"Cawapres Muhaimin Iskandar atau Cak Imin menonton konse Coldplay di GBK, Senayan, Rabu (15/11/2023)
WARTAKOTALIVE.COM, JAKARTA - Calon Wakil Presiden dari Koalisi Perubahan, Muhaimin Iskandar alias Cak Imin diprotes penggemar lantaran ikut nonton konser Coldplay di Gelora Bung Karno pada Rabu (15/11/2023) malam.
Lewat akun instagram, Cak Imin mengaku hanya menemani anak nonton Konser Coldplay.
""Pose bapack-bapack lagi nemenin anak nonton konser coldplay
Eh, ternyata seru, yo. Opo wae nek kelas dunia itu memang beda. Ngene iki jenenge pertunjukan. Aku yg gak paham-paham banget aja beneran bisa menikmati."" tulis Cak Imin.
Namun bagi pendukung Cak Imin dengan menonton Konser Coldplay diangap tidak pantas apalagi diketahui Chris Martin sang vokalis pendukung LGBT.
Baca juga: Coldplay Ucap Terima Kasih dan Janji Datang Lagi ke Indonesia Setelah Tampil Mengagumkan di Jakarta
Berikut komentar warganet yang berseliweran di akun instagram Cak Imin
""Gak jadi nyoblos amin, ternyata mendukung Coldplay yg mengkampanyekan LGBT.""
""Cak imin kok nonton coldplay, sy pendukung fanatik amin, dan menolak kehadiran band itu.""
""Sang pembela palestina pun nonton konser coldplay""
""Bukannya banyak pendukung bapak yang nolak koldpley??""
""SEDIKIT KECEWA MELIAT GUS IMIN NONTON KONSEER""
Namun ada juga warganet yang menengahi masalah ini, mereka tetap akan dukung AMIN tanpa membenci apa yang sudah dilakukan Cak Imin
""Dari mediasi Umat Islam yg Demo & Polisi, menemukan titik tengah, Silahkan Konser terus Berjalan, tapi jangan sampai ada simbol⊃2; LGBT, itu perjanjian yg disepakati.. lalu 5perwakilan dibolehkan masuk ke dalam stadion, memantau sampai acara selesai.. ( NOTE : UMAT ISLAM TIDAK ANTI KONSER, TAPI UMAT ISLAM ANTI LGBT ) Dari sini sudah paham belum.. Buzzer⊃2; kalo mau menggiring opini, yg agak pinter sedikit)
Cak Imin tampak sangat menikmati saat-saat menonton konser Coldplay bersama istri dan anak-anaknya.";wartakota.tribunnews.com;2023-11-16 08:53:31;https://wartakota.tribunnews.com/2023/11/16/cak-imin-ngaku-nontor-konser-coldplay-demi-anak-tapi-bikin-pendukungnya-jadi-kecewa
Ketua PBNU Gus Yahya Sebut Cak Imin Tidak akan Menang Pilpres, Muhaimin: Tunggu Saja;"Dari kiri ke kanan, Ketua PBNU Yahya Cholil Staquf, Mantan Ketua PBNU Said Agil Siradj dan calon wakil presiden nomor urut 1, Muhaimin Iskandar dalam acara Haul di Krapyak, Yogyakarta, Sabtu (23/12/2023).
WARTAKOTALIVE.COM, YOGYAKARTA--Momen istimewa terjadi saat mantan Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) Kyai Said Agil Siradj duduk bersama calon wakil presiden nomor urut 1, Muhaimin Iskandar.
Tepat di sebelahnya duduk Ketua PBNU Yahya Cholil Staquf atau Gus Yahya. Mereka menghadiri Haul K.H. Muhammad Munawwir Bin Abdullah Rosyad ke 85 di Ponpes Almunawir, Krapyak Yogyakarta, Sabtu (23/12/2023).
Mereka bertiga terlihat duduk satu deret bangku di bagian depan susunan bangku acara.
Cak Imin terlihat menggunakan baju koko berwarna putih dengan kopiah hitam dan sarung berwarna hijau terang.
Sedangkan Kyai Said Agil Siradj menggunakan pakaian batik berwarna hijau tua dan juga sarung berwarna hijau dan kopiah hitam.
Sedangkan Gus Yahya menggunakan baju koko putih dengan celana bahan hitam dan kopiah hitam.
Baca juga: Ganjar Pranowo Sindir Balik Bahlil Lahadalia yang Sebut PDIP Akan Memudar Setelah 10 Tahun Berkuasa
Diketahui kegiatan Haul ini termasuk dalam jadwal kampanye Pilpres hari ke-26 Cak Imin di Jawa Tengah.
Cak Imin memulai kampanyenya di Kudus, kemudian melanjutkan dalam acara kampanye majelis taklim di Demak.
Dia juga menyempatkan diri bertemu ke beberapa tokoh agama di Jawa Tengah.
Dibilang istimewa karena ketiganya sering berseberangan dalam bersikap terkait politik, terutama antara Gus Yahya dengan Cak Imin.
Gus Yah berulang kali menegaskan warga tidak otomatis terafiliasi dengan PKB, sementara Cak Imin mengklaim bahwa PKB adalah satu-satunya pertai warga NU.
Candaan Gus Yahya
Saat menyampaikan pidatonya, Gus Yahya mengatakan Cak Imin tidak pernah hadir pada haul di Krapyak. Namun saat menjadi cawapres, Cak Imin tiba-tiba muncul.
Gus Yahya mengatakan bahwa Cak Imin, baru pertama kali datang ke acara Haul Kyai Haji Muhammad Almunawwir.
""Saya meniru Kyai Said Aqil Siraj yang selalu hadir dalam Haul,"" katanya, Sabtu (23/12/2023).";wartakota.tribunnews.com;2023-12-24 15:09:07;https://wartakota.tribunnews.com/2023/12/24/ketua-pbnu-gus-yahya-sebut-cak-imin-tidak-akan-menang-pilpres-muhaimin-tunggu-saja
NasDem Ungkap PKS Belum Setujui Cak Imin Jadi Cawapres Anies Baswedan, Singgung Hal Ini;"NasDem Ungkap PKS Belum Setujui Cak Imin Jadi Cawapres Anies Baswedan, Singgung Hal Ini
NasDem Ungkap PKS Belum Setujui Cak Imim Jadi Cawapres Anies Baswedan, Singgung Hal Ini
SERAMBINEWS.COM – Partai NasDem mengungkapkan bahwa Partai Keadilan Sejahtera (PKS) belum menyetujui Muhaimin Iskandar (Cak Imin) sebagai calon wakil presiden (cawapres) pendamping Anies Baswedan.
Sejauh ini, PKS baru hanya menyetujui dan mengusung Anies Baswedan sebagai calon presiden.
Hal itu diungkapkan oleh Wakil Ketua Umum Partai NasDem, Ahmad Ali di NasDem Tower, Menteng, Jakarta Pusat pada Rabu (6/9/2023) siang, usai menerima kunjungan Ketua Umum PKB, Muhaimin Iskandar dan rombongan.
Dalam pertemuan tentang rapat pemenangan Anis-Cak Imin tersebut, tidak terlihat jajaran petinggi PKS yang hadir.
“Mengenai PKS, sedianya dari kemarin kami (sudah) berkoordinasi. Kami awalnya mendapat kepastian bahwa Sekjend PKS akan bersama kita pada hari ini,” katanya, dikutip dari tayangan youtube Kompas TV.
Baca juga: Respons Hasil Polling Online, Sekwil PKB Aceh Sebut Anies-Cak Imin Bukan Sekedar Politisi
Terkait sikap PKS tersebut, Ahmad Ali mengatakan bahwa PKS sejauh ini masih mendukung dan tetap mengusung Anies Baswedan sebagai capres.
Pernyataan sikap itu ditegaskan dalam konferensi pers PKS usai deklarasi Anies-Cak Imin pada Sabtu (2/9/2023) lalu.
“Beberapa jam setelah deklarasi, PKS telah mengumumkan pak Anies Baswedan sebagai calon presidennya,” katanya.
“Mengenai cawapres, akan dibicarakan pada mekanisme Partai Keadilan Sejahtera. Tentunya sangat menghormati,”
“dan kami sangat berharap sekali bahwa dalam waktu yang tidak terlalu lama PKS akan memutuskan Cak Imin sebagai calon wakil presiden,” pungkasnya.
Sebelumnya diberitakan, PKS menyatakan masih mendukung Anies Baswedan sebagai bakal capres meskipun bakal didampingi oleh Muhaimin Iskandar maju di pemilihan presiden (Pilpres) 2024.
Baca juga: Cak Imin: Bukan Saya Mengkudeta Gus Dur, Tapi Saya Dikudeta, Yenny Wahid: Kok Klaim Sebaliknya?
Namun, keputusan untuk memberikan dukungan pada Anies-Cak Imin mesti dirapatkan oleh Majelis Syuro PKS.
Juru Bicara PKS M Kholid pun menyatakan belum ada arahan dari pimpinan PKS terkait kapan majelis syuro membahas sikap politiknya apakah tetap bertahan atau hengkang dari KPP.";aceh.tribunnews.com;2023-09-06 17:23:18;https://aceh.tribunnews.com/2023/09/06/nasdem-ungkap-pks-belum-setujui-cak-imim-jadi-cawapres-anies-baswedan-singgung-hal-ini
DETIK-DETIK Mic Cak Imin Jatuh Saat Debat Cawapres, Wajah Serius Gibran Berubah Jadi Tertawa Lepas;"Gibran tertawa saat mic Cak Imin jatuh dari podium (2)
YouTube Kompas TV
TRIBUNTRENDS.COM - Inilah detik-detik saat mic Muhaimin Iskandar alias Cak Imin jatuh saat debat cawapres, Jumat (22/12/2023).
Momen jatuhnya mic Cak Imin saat debat cawapres rupanya tak luput dari sorotan.
Pasalnya insiden tersebut terjadi saat Cak Imin melontarkan pertanyaan kepada cawapres nomor urut dua Gibran Rakabuming Raka.
Baca juga: Cak Imin Tak Setuju Proyek IKN, Gibran: Gak Konsisten! Sekarang Gak Dukung karena Wakilnya Pak Anies
Gibran tertawa saat mic Cak Imin jatuh dari podium (1) (YouTube Kompas TV)
Sontak mendengar suara dentuman jatuhnya mic Cak Imin, Gibran tak kuasa menahan tawa.
Wajahnya yang semula serius langsung berubah menjadi tertawa lepas.
Namun momen itu tak berlangsung lama.
Setelah sempat tertawa, Gibran langsung kembali serius menjawab pertanyaan yang dilontarkan Cak Imin.
Sebelum tertawa, Gibran rupanya sempat melangkah mendekati podium Cak imin.
Itu merupakan momen pertama seorang cawapres menghampiri cawapres lainnya untuk menjawab pertanyaan dalam debat.
Pada momen itulah, saat Gibran mulai melancarkan jawaban, mik di podium Muhaimin jatuh ke lantai panggung akibat tersenggol sikutnya sendiri.
Mik itu sebelumnya ada di pinggir podium.
Hal ini menimbulkan suara berdentam yang cukup kuat.
Seisi arena debat pun sempat riuh sesaat.
""Tenang, tenang,"" ujar moderator.";trends.tribunnews.com;2023-12-23 07:15:27;https://trends.tribunnews.com/2023/12/23/detik-detik-mic-cak-imin-jatuh-saat-debat-cawapres-wajah-serius-gibran-berubah-jadi-tertawa-lepas
