title~main~source~date~url
Cerita Ganjar Pranowo Setelah Bertemu Sri Sultan Hamengku Buwono X di Kepatihan Jogja~"Calon Presiden (Capres) Ganjar Pranowo seusai bertemu Sri Sultan Hamengku Buwono X, di Gedhong Wilis, Kompleks Kepatihan Yogyakarta, Rabu (27/12/2023).
Calon Presiden nomor urut tiga, Ganjar Pranowo, menggelar pertemuan tertutup yang digelar lebih dari 2 jam dengan Gubernur DIY, Sri Sultan Hamengku Buwono X di Gedhong Wilis, Kompleks Kepatihan, Kota Yogyakarta, Rabu (27/12/2023).
Calon Presiden nomor urut 3, Ganjar Pranowo, menggelar pertemuan tertutup dengan Gubernur DIY, Sri Sultan Hamengku Buwono X di Gedhong Wilis, Kompleks Kepatihan, Kota Yogyakarta, Rabu (27/12/2023). (TRIBUNJOGJA.COM/ HANIF SURYO)
Dari pantauan TribunJogja.com,, mantan Gubernur Jawa Tengah ini tiba sekira pukul 16.00 WIB, mengenakan batik berwarna coklat muda bergambar Prabu Kresna, tokoh dalam wiracarita Mahabharata yang merupakan Raja di Kerajaan Dwarawati.
Sekadar informasi, Ganjar merupakan capres pertama yang mendatangi Sri Sultan Hamengku Buwono X di masa kampanye Pemilu 2024.
""Silaturahmi, kan dari Solo kemudian ada acara di sini sudah janji sama beliau (Sri Sultan Hamengku Buwono X) janji mau silaturahmi, baru bisa ada kesempatan hari ini. YA ngobrol banyak hal,"" ungkap Ganjar kepada awak media seusai menggelar pertemuan tertutup dengan Sri Sultan Hamengku Buwono X.
""Ya tentang perkembangan bangsa negara, saya kan sekolah di sini, lama di sini, beliau sesepuh ya banyak nasihat lah.
""Situasi kondisi hari ini yang perlu kita jaga kondusifitasnya, intinya itu saja,"" lanjut Ganjar.
""Perubahan dunia yang sangat turbulence, disrupsi terjadi.
""Jadi Indonesia harus menempatkan posisinya mengikuti dinamika internasional, tapi tidak lupa pada kepentingan nasional, ya aspeknya banyak lah polugri nya ada, ekonominya ada, pertahanannya ada, komplit,"" tambahnya.
Lebih lanjut Ganjar tak memungkiri bahwa kedatangannya untuk bertemu Sultan, sekaligus untuk meminta restu agar diperlancar segala urusannya dalam Pilpres 2024.
""Selalu kita ketemu dengan sesepuh minta doa restu dong, wes pokoke doa restu untuk keselamatan apapun ya pencalon, ya bangsa ini,"" ujar Ganjar.
""Seluruh masyarakat Jogja kita mintai dukungannya,"" lanjutnya.
Sementara itu, Sri Sultan Hamengku Buwono X menegaskan bahwa tak ada tendensi dukungan atau apapun terkait pertemuannya dengan Ganjar Pranowo.
""Aku dudu (bukan) kader partai lho, undang-undang melarang. Ya Pak Ganjar mau ketemu, ya saya terima masa enggak, kan kenal sudah lama, ngobrol-ngobrol aja,"" ungkap Sultan.
Sultan pun membenarkan bahwa Ganjar merupakan capres pertama yang sowan mendatanginya."~jogja.tribunnews.com~2023-12-28 05:49:58~https://jogja.tribunnews.com/2023/12/28/cerita-ganjar-pranowo-setelah-bertemu-sri-sultan-hamengku-buwono-x-di-kepatihan-jogja
Panwascam Komodo Copot Baliho Ganjar-Mahfud di Labuan Bajo, Manggarai Barat~"Laporan Reporter POS-KUPANG.COM, Berto Kalu
TRIBUNFLORES.COM, LABUAN BAJO - Baliho pasangan capres-cawapres nomor urut tiga, Ganjar Pranowo-Mahfud MD yang dipasang depan pagar Gereja Paroki Roh Kudus dan Gereja Stela Maris Labuan Bajo dicopot.
Belakang diketahui baliho itu dicopot Panitia Pengawas Kecamatan (Panwascam) Komodo pada Minggu 24 Desember 2023, atau sehari jelang perayaan Natal 25 Desember.
Irfan Ketua Panwascam Komodo saat dikonfirmasi, Jumat 29 Desember 2023 membenarkan hal itu.
Ia mengatakan, baliho tersebut dicopot karena dinilai melanggar Peraturan Komisi Pemilihan Umum (PKPU) Nomor 15 Tahun 2023. Dalam aturan itu ditegaskan larangan pemasangan Alat Peraga Kampanye (APK) salah satunya di tempat ibadah.
Baca juga: Dekat dengan Rakyat, Sandiaga Uno Sebut Ganjar Pranowo seperti Jokowi Versi 3.0
""Merujuk PKPU 15 Pasal 71, tidak diperbolehkan APK dipasang di tempat ibadah. Jadi ini bukan di dekat Gereja tapi memang pasang di pagar Gereja,"" ujarnya kepada Pos Kupang.
