title~main~source~date~url
Jauh-jauh ke Kupang, Gibran Cuma Hadiri Konser~"Cawapres nomor urut 2, Gibran Rakabuming Raka, tiba di Kupang, Nusa Tenggara Timur (NTT), dijadwalkan melakukan kampanye. Jauh-jauh ke Kupang, putra Presiden Joko Widodo (Jokowi) itu hanya menghadiri Konser Indonesia Maju.
Konser itu digelar di Waterpark Kota Kupang, Jumat malam (29/12/2023). Gibran hadir di sana dan menyapa para pendukungnya dengan beberapa kalimat.
""Luar biasa antusiasme warga NTT, sangat luar biasa sekali. Semoga NTT terus maju dan baik terus,"" ujar Gibran.
ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Sebelumnya, Gibran tiba di Bandara El Tari Kupang, sekitar pukul 20.16 Wita. Setelah menyapa para pendukungnya, Gibran lalu makan malam dan konsolidasi dengan TKD Prabowo-Gibran NTT.
Seusai makan malam, Gibran langsung ke Konser Indonesia Maju. Di sana, Wali Kota Solo itu tak banyak bicara.
Setelah itu, Gibran bergegas turun. Dia dikabarkan berangkat ke Labuan Bajo, Manggarai Barat, malam ini juga.
Adapun, Konser Indonesia Maju itu digelar sebagai rangkaian dari kampanye Gibran di NTT. Hadir di sana TKD Prabowo-Gibran, relawan dan para pendukung Prabowo-Gibran.
Bertemu Tokoh Lintas Agama, Gibran Dapat Pesan soal Pemerataan Pembangunan"~www.detik.com~2023-12-29~https://www.detik.com/bali/nusra/d-7115638/jauh-jauh-ke-kupang-gibran-cuma-hadiri-konser
Dokter Terus Pantau Psikologi Relawan Prabowo Korban Penembakan di Sampang~"Muarah (49), relawan capres-cawapres Prabowo-Gibran di Sampang masih menjalani perawatan intensif di RSU dr Soetomo usai ditembak orang tak dikenal (OTK) pada Jumat (22/12). Selain merawat kondisi fisik, pihak RS memantau kondisi psikologi korban.
Dokter Penanggung Jawab Pasien (DPJP) RSU dr Soetomo, dr Tomy Lesmana SpB-KBD mengatakan pasien belum dimintai keterangan oleh pihak kepolisian. Sebelum itu, pihaknya akan memastikan terlebih dahulu psikologi dan trauma pasien.
""Belum (diperiksa polisi). Secara fisik dan wawancara dengan saya memungkinkan. Tapi saya masih meminta pendapat dokter spesialis jiwa apakah misalnya beban investigasi memperparah trauma psikis. Fokus kami mengembalikan fungsi (anggota gerak tubuh), psikologi,"" kata dr Tomy, Jumat (29/12/2023).
ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Ia menjelaskan kondisi fisik Muarah saat ini sudah stabil. Namun masih menjalani perawatan pasca-cedera, karena terdapat gangguan pada saraf yang menyebabkan pasien tidak bisa menggerakkan kakinya.
Ia menjelaskan kelumpuhan yang dialami Muarah pada saraf otot, tulang dan jaringan tubuh lainnya butuh waktu yang lama untuk penyembuhan.
""Paling lama pulih dan sembuh itu saraf. Pulih secara fungsi, koreksi anatomi sudah. Fungsi tergantung dari kondisi fisik pasien sendiri dan kemampuan jaringan untuk menyembuhkan diri sendiri,"" jelasnya.
Untuk kelumpuhan masih belum diketahui apakah permanen atau sementara, sebab saat ini masih dlakukan fisioterapi hingga berbulan-bulan.
""Kondisi fisik sangat baik. Jaringan tergantung nutrisi dari pasien dan jaringan pulihnya beda-beda. Saraf pulihnya bisa dalam bulanan. Minim 3 bulan,"" ujarnya.
Sebelumnya, Muarah sudah menjalani operasi pengangkatan peluru pada hari Sabtu (23/12). Kedua peluru yang berhasil diangkat langsung diserahkan ke pihak kepolisian.
Saat datang ke IGD RSU dr Soetomo, peluru masih ada di tubuh Muarah. Hal itu diketahui dari hasil pemeriksaan yang dilakukan tim medis.
