title~main~source~date~url
Jauh-jauh ke Kupang, Gibran Cuma Hadiri Konser~"Cawapres nomor urut 2, Gibran Rakabuming Raka, tiba di Kupang, Nusa Tenggara Timur (NTT), dijadwalkan melakukan kampanye. Jauh-jauh ke Kupang, putra Presiden Joko Widodo (Jokowi) itu hanya menghadiri Konser Indonesia Maju.
Konser itu digelar di Waterpark Kota Kupang, Jumat malam (29/12/2023). Gibran hadir di sana dan menyapa para pendukungnya dengan beberapa kalimat.
""Luar biasa antusiasme warga NTT, sangat luar biasa sekali. Semoga NTT terus maju dan baik terus,"" ujar Gibran.
ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
Sebelumnya, Gibran tiba di Bandara El Tari Kupang, sekitar pukul 20.16 Wita. Setelah menyapa para pendukungnya, Gibran lalu makan malam dan konsolidasi dengan TKD Prabowo-Gibran NTT.
Seusai makan malam, Gibran langsung ke Konser Indonesia Maju. Di sana, Wali Kota Solo itu tak banyak bicara.
Setelah itu, Gibran bergegas turun. Dia dikabarkan berangkat ke Labuan Bajo, Manggarai Barat, malam ini juga.
Adapun, Konser Indonesia Maju itu digelar sebagai rangkaian dari kampanye Gibran di NTT. Hadir di sana TKD Prabowo-Gibran, relawan dan para pendukung Prabowo-Gibran.
Bertemu Tokoh Lintas Agama, Gibran Dapat Pesan soal Pemerataan Pembangunan"~www.detik.com~2023-12-29~https://www.detik.com/bali/nusra/d-7115638/jauh-jauh-ke-kupang-gibran-cuma-hadiri-konser
Bertemu Tokoh Lintas Agama, Gibran Dapat Pesan soal Pemerataan Pembangunan~Cawapres nomor urut 2, Gibran Rakabuming Raka, bertemu dengan tokoh lintas agama di Nusa Tenggara Timur (NTT). Gibran mendapat pesan untuk pemerataan pembangunan.~news.detik.com~2023-12-29~https://news.detik.com/detiktv/d-7115637/bertemu-tokoh-lintas-agama-gibran-dapat-pesan-soal-pemerataan-pembangunan
Anies Rayakan Tahun Baru Bareng Keluarga, Mahfud Bareng Cucu~Ragam cara masyarakat habiskan pergantian Tahun Baru 2024. Di antaranya liburan ke luar kota hingga menghabiskan waktu bersama keluarga di rumah. Nah, bagaimana dengan rencana tahun baru capres dan cawapres?~news.detik.com~2023-12-29~https://news.detik.com/detiktv/d-7115630/anies-rayakan-tahun-baru-bareng-keluarga-mahfud-bareng-cucu
Gibran Bertemu Tokoh Pemuda di Kupang NTT, Dititipkan Pesan Jaga Keberagaman~"Cawapres nomor urut 2 Gibran Rakabuming Raka bersilaturahmi ke tokoh masyarakat hingga tokoh pemuda di Kupang, Nusa Tenggara Timur (NTT). Dalam kunjungan itu, Gibran dititipkan pesan soal pemerataan pembangunan hingga menjaga keberagaman.
""Ya hari ini bersilaturahmi dengan tokoh-tokoh masyarakat, kita makan malam hari ini lalu habis ini kita ada ini juga konser Indonesia Maju, itu aja intinya,"" ujar Gibran usai pertemuan di Kupang, NTT, Jumat (29/12/2023).
Gibran mengaku mendapat masukan dari tokoh masyarakat, agama, hingga pemuda di Kupang, NTT. Intinya, kata dia, semuanya mengharapkan pemerataan pembangunan.
ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT
""Masukan-masukan dari para-para tokoh masyarakat tokoh-tokoh pemuda intinya semuanya mengharapkan adanya pemerataan pembangunan,"" sebutnya.
Dalam kesempatan yang sama, Ketua GMKI NTT Gadi Buli merasa bangga atas kunjungan Gibran hari ini. Dia mengatakan kunjungan Gibran sebagai bukti kecintaan terhadap NTT.
""Menurut saya karena banyak, NTT cukup pluralis tapi Mas Gibran hadir bersama, bukti kecintaan terhadap NTT,"" ujarnya.
