title~main~source~date~url
Akui Ditawari Cawapres oleh Kubu Anies dan Prabowo, Mahfud MD Ungkap Alasan Lebih Memilih Ganjar~"Menteri Koordinator bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Mahfud MD menyebut 12 pucuk senjata api (senpi) di rumah dinas Menteri Pertanian (Mentan) Syahrul Yasin Limpo akan menjadi tindak pidana selain korupsi jika tidak dilengkapi surat izin, Minggu (1/10/2023).
SERAMBINEWS.COM - Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) sekaligus calon wakil presiden (cawapres) dari poros PDIP, Mahfud MD mengungkapkan, ia sempat mendapat tawaran menjadi cawapres dari kubu Anies Baswedan dan Prabowo Subianto.
Mahfud mengaku tawaran untuk menjadi Cawapres Anies Baswedan ini diungkapkan oleh Presiden PKS Ahmad Syaikhu.
Namun, Mahfud langsung menolak tawaran tersebut karena tidak ingin partai yang ada di Koalisi Perubahan, yakni PKS, NasDem, dan Demokrat pada saat itu pecah.
Mahfud juga tidak ingin ketika pengusulan namanya di Koalisi Perubahan berbuntut tuduhan pemecah belah koalisi.
""Saya sudah dihubungi oleh mereka pada saat itu, bahkan Ketua Parpol yang menghubungi saya. Pak Syaikhu (Presiden PKS) kan, dia bilang 'Pak Mahfud kami menjajaki cari orang ini, kami kan punya hak untuk mengusulkan nama. Mau enggak Pak Mahfud dipasangkan dengan Pak Anies?""
""Saya langsung bilang enggak, bukan saya ada masalah dengan Pak Anies, partai anda nanti pecah. Karena nanti kalau anda bawa saya kesana, salah satu partai, Partai Demokrat bisa lari dari tempat anda.""
""Nanti saya yang dituduh memecah belah. Padahal tugas saya menjaga. Tawaran bukan dari Anies, tapi dari Ketua PKS Pak Syaikhu,"" kata Mahfud dalam tayangan Mata Najwa, Kamis (19/10/2023).
Baca juga: Tak Jadi Cawapres, Sandiaga Uno Didapuk Jadi Dewan Pakar TPN Ganjar-Mahfud
Selain itu, Mahfud juga sempat mendapat tawaran menjadi cawapres pendamping Prabowo Subianto.
Tawaran tersebut awalnya diungkapkan dalam beberapa pertemuan antara Mahfud dan Prabowo, baik saat pertemuan di Istana maupun saat Prabowo berkunjung ke rumahnya di momen Hari Raya.
""Datang tawarannya dari Pak Prabowo, tetapi tidak langsung. Jadi Hari Raya dia (Prabowo) ketempat saya, di Istana juga pernah bilang 'Pak Mahfud ini mau Pilpres, kita dulu pernah sama-sama ya, kita bisa menjemput takdir kiranya.' Lalu salaman sebentar.""
""Habis itu dia ke rumah juga dengan saya, ketemu saya sendiri di rumah, momennya Hari Raya. 'Gimana Pak Prabowo dengan siapa (pasangan cawapres).'""
""Pak Prabowo bilang 'saya mau dengan NU, tapi bukan dengan PKB. Saya mau koalisi dengan PKB. Tapi Wapres dari NU bukan dengan Cak Imin.""
""Saya tanya siapa, dijawab 'ya nomer 1 Khofifah, nomor 2 Pak Mahfud, tapi NU nya. PKB nya kita pakai sebagai koalisinya,"" ungkap Mahfud.
Mahfud mengaku tidak pernah menolak atau mengiyakan tawaran Prabowo tersebut."~aceh.tribunnews.com~2023-10-19 22:32:00~https://aceh.tribunnews.com/2023/10/19/akui-ditawari-cawapres-oleh-kubu-anies-dan-prabowo-mahfud-md-ungkap-alasan-lebih-memilih-ganjar
Cerita Anak Mahfud MD Berhasil Sembunyikan Identitas Ayahnya, Sampai dapat Subsidi Pisang dan Susu~"Cerita Anak Mahfud MD Berhasil Sembunyikan Identitas Ayahnya, Sampai dapat Subsidi Pisang dan Susu
SERAMBINEWS.COM - Mahfud MD telah diumumkan sebagai calon wakil presiden mendampingi Ganjar Pranowo dalam Pilpres 2024.
